timestamp,event_id,source_dataset,session_id,component,event_type,severity,message,error_flag,template_id,anomaly_label,domain,entity_id,status,region,channel,category,latency_ms,delivery_delay_minutes,sla_breach
2008-11-09T00:00:04+00:00,loghub_hdfs_replay_000001_000,loghub_hdfs,blk_-1608999687919862906,hdfs_trace_replay,E5,INFO,[*]Receiving block[*]src:[*]dest:[*],False,E5,0,hdfs,blk_-1608999687919862906,INFO,hdfs,loghub,E5,0.0,0.0,False
2008-11-09T00:00:04+00:00,loghub_hdfs_replay_000001_001,loghub_hdfs,blk_-1608999687919862906,hdfs_trace_replay,E22,INFO,[*]BLOCK* NameSystem[*]allocateBlock:[*],False,E22,0,hdfs,blk_-1608999687919862906,INFO,hdfs,loghub,E22,0.0,0.0,False
2008-11-09T00:00:04+00:00,loghub_hdfs_replay_000001_012,loghub_hdfs,blk_-1608999687919862906,hdfs_trace_replay,E26,INFO,[*]BLOCK* NameSystem[*]addStoredBlock: blockMap updated:[*]is added to[*]size[*],False,E26,0,hdfs,blk_-1608999687919862906,INFO,hdfs,loghub,E26,0.0,0.0,False
2008-11-09T00:00:04+00:00,loghub_hdfs_replay_000001_011,loghub_hdfs,blk_-1608999687919862906,hdfs_trace_replay,E26,INFO,[*]BLOCK* NameSystem[*]addStoredBlock: blockMap updated:[*]is added to[*]size[*],False,E26,0,hdfs,blk_-1608999687919862906,INFO,hdfs,loghub,E26,0.0,0.0,False
2008-11-09T00:00:04+00:00,loghub_hdfs_replay_000001_010,loghub_hdfs,blk_-1608999687919862906,hdfs_trace_replay,E26,INFO,[*]BLOCK* NameSystem[*]addStoredBlock: blockMap updated:[*]is added to[*]size[*],False,E26,0,hdfs,blk_-1608999687919862906,INFO,hdfs,loghub,E26,0.0,0.0,False
2008-11-09T00:00:04+00:00,loghub_hdfs_replay_000001_009,loghub_hdfs,blk_-1608999687919862906,hdfs_trace_replay,E9,INFO,[*]Received block[*]of size[*]from[*],False,E9,0,hdfs,blk_-1608999687919862906,INFO,hdfs,loghub,E9,0.0,0.0,False
2008-11-09T00:00:04+00:00,loghub_hdfs_replay_000001_007,loghub_hdfs,blk_-1608999687919862906,hdfs_trace_replay,E9,INFO,[*]Received block[*]of size[*]from[*],False,E9,0,hdfs,blk_-1608999687919862906,INFO,hdfs,loghub,E9,0.0,0.0,False
2008-11-09T00:00:04+00:00,loghub_hdfs_replay_000001_008,loghub_hdfs,blk_-1608999687919862906,hdfs_trace_replay,E11,INFO,[*]PacketResponder[*]for block[*]terminating[*],False,E11,0,hdfs,blk_-1608999687919862906,INFO,hdfs,loghub,E11,0.0,0.0,False
2008-11-09T00:00:04+00:00,loghub_hdfs_replay_000001_005,loghub_hdfs,blk_-1608999687919862906,hdfs_trace_replay,E11,INFO,[*]PacketResponder[*]for block[*]terminating[*],False,E11,0,hdfs,blk_-1608999687919862906,INFO,hdfs,loghub,E11,0.0,0.0,False
2008-11-09T00:00:04+00:00,loghub_hdfs_replay_000001_004,loghub_hdfs,blk_-1608999687919862906,hdfs_trace_replay,E11,INFO,[*]PacketResponder[*]for block[*]terminating[*],False,E11,0,hdfs,blk_-1608999687919862906,INFO,hdfs,loghub,E11,0.0,0.0,False
